,0,1
ind,288.0,18.031581956602167
uni,58.64822617571765,18.224145766127645
fdiff,274.3154766361633,4.399734260934427
fmax,120.17471288970002,7.564419384642776
fsum,149.5216983059388,6.315072986025824
buc_eq,288.0,4.510114481585333
buc_con,270.5459622486275,8.741534734740014
buc_qeq,269.96100818935986,4.433263807415617
ind_noW1,,18.03261815707083
uni_noW1,,4.506716994808812
fdiff_noW1,,4.549678471509424
fmax_noW1,,4.512736835265969
fsum_noW1,,4.5106455344794085
buc_eq_noW1,,4.5081498271320015
buc_con_noW1,,9.016660983441398
buc_qeq_noW1,,4.509547830224619
