,0,1
ind,1568.0000000000002,98.13944989372978
uni,82.63167180713337,11.18410451842895
fdiff,1472.421506104156,2.7168213134509847
fmax,120.35726074590946,7.536590610082326
fsum,237.26248591818202,4.729712893314163
buc_eq,1568.0000000000002,2.72813647321406
buc_con,1471.0058171247874,16.191428114583704
ind_noW1,,98.204676067282
uni_noW1,,2.7233152442818715
fdiff_noW1,,2.748567886386758
fmax_noW1,,2.7475427200813556
fsum_noW1,,2.7406219296235577
buc_eq_noW1,,2.726842378890271
buc_con_noW1,,16.362872555590002
