,0,1
ind,199.99999999999997,200.00000000000003
uni,2.0,2.0
fdiff,2.0,2.0
fmax,2.000000000000001,2.000000000000001
fsum,2.000000000000001,2.000000000000001
ind_noW1,,200.00000000000023
uni_noW1,,2.4691358024691366
fdiff_noW1,,2.4691358024691366
fmax_noW1,,2.469135802469137
fsum_noW1,,2.469135802469138
