,0,1
ind,32.050621669739485,512.0
uni,32.0,32.0
fdiff,3.5245505623124345,483.2174700033953
fmax,7.550164283860582,120.23566103187372
fsum,11.78808262203824,79.23779349473914
ind_noW1,,512.0
uni_noW1,,56.888888888888886
fdiff_noW1,,56.888888888888886
fmax_noW1,,56.888888888888886
fsum_noW1,,56.888888888888886
