,0,1
ind,132192.0,162.3084310296981
uni,1716.2156455090148,24.45786998944436
fdiff,136535.63119484507,2.3360049665733484
fmax,4756.189948662102,5.535175372465355
fsum,9862.993892185114,3.8201502851797864
buc_eq,132192.0,2.5355056301282275
buc_con,84815.2165352916,20.104434278190578
buc_qeq,61974.74032201486,2.5304446087998915
buc_qsd,61215.53404129945,2.532963709622611
ind_noW1,,162.32598304415296
uni_noW1,,2.532635597352055
fdiff_noW1,,2.5787272246902972
fmax_noW1,,2.569881738123023
fsum_noW1,,2.5539384854985485
buc_eq_noW1,,2.53566440999748
buc_con_noW1,,20.288486507168273
buc_qeq_noW1,,2.602610747421664
buc_qsd_noW1,,2.535533920782656
