,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_ind,164735.99999999997,161567.99999999997,3167.9999999999995,True,
uni_inter,7.506172839506171,7.506172839506171,7.506172839506171,,True
fdiff_ind,164735.99999999997,161567.99999999997,3167.9999999999995,True,
fdiff_inter,7.506172839506171,7.506172839506171,7.506172839506171,,True
fmax_ind,164153.73262766722,161014.79308052483,3138.9395471424036,True,
fmax_inter,20.496359406828113,20.496359406828113,20.496359406828113,,True
fsum_ind,164735.99999999997,161567.99999999997,3167.9999999999995,True,
fsum_inter,7.506172839506171,7.506172839506171,7.506172839506171,,True
