,0,1
ind,18.19553359506517,14688.0
uni,32.0,1632.0
fdiff,3.305049100574565,15320.79885320101
fmax,5.576913485782809,4699.438853325966
fsum,7.646511989199659,3179.8902605940266
ind_noW1,,15337.565469498571
uni_noW1,,3673.0833592736667
fdiff_noW1,,3834.624976094099
fmax_noW1,,4712.663338256982
fsum_noW1,,3672.0
