,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_ind,394.40779874904536,197.99999999999991,196.40779874904544,True,
uni_inter,-1.529595211401214,-1.529595211401214,-1.529595211401214,,False
fdiff_ind,392.2240541434239,196.15530997532278,196.06874416810115,True,
fdiff_inter,-1.6857923163501334,-1.6857923163501334,-1.6857923163501334,,False
fmax_ind,390.95354417493684,195.67511607710233,195.27842809783448,True,
fmax_inter,-2.214700363505404,-2.214700363505404,-2.214700363505404,,False
fsum_ind,394.3934085148866,197.99999999999991,196.39340851488666,True,
fsum_inter,-1.5252306845751367,-1.5252306845751367,-1.5252306845751367,,False
buc_eq_ind,197.93364641631706,197.93364641631743,-3.694822225952521e-13,False,
buc_eq_inter,-0.0007638146520161371,-0.0007638146520161371,-0.0007638146520161371,,False
buc_con_ind,194.98294034558896,178.35199519747545,16.63094514811351,True,
buc_con_inter,0.20542874105884223,0.20542874105884223,0.20542874105884223,,True
buc_qeq_ind,210.73678199403943,197.87368905768892,12.863092936350512,True,
buc_qeq_inter,-0.013633847752289263,-0.013633847752289263,-0.013633847752289263,,False
buc_qsd_ind,224.4465519647883,197.93831784827586,26.508234116512455,True,
buc_qsd_inter,0.003394148462670721,0.003394148462670721,0.003394148462670721,,True
