,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_ind,138.12557677377492,70.0000000000001,68.12557677377481,True,
uni_inter,-1.1203164161276078,-1.1203164161276078,-1.1203164161276078,,False
fdiff_ind,136.0048484854059,68.01211379499097,67.99273469041493,True,
fdiff_inter,-1.2334443625954843,-1.2334443625954843,-1.2334443625954843,,False
fmax_ind,134.80912184880304,67.46372159757341,67.34540025122962,True,
fmax_inter,-1.7611580237719129,-1.7611580237719129,-1.7611580237719129,,False
fsum_ind,138.11497248129683,70.0000000000001,68.11497248129672,True,
fsum_inter,-1.1075110732286708,-1.1075110732286708,-1.1075110732286708,,False
