,0,1
ind,3199.9999999999995,170418.6864428482
uni,51.921105050901225,1704.1781068513314
fdiff,32.0,1632.0
fmax,60.87241763240782,1996.5961863492544
fsum,32.0,1632.0
ind_noW1,,163244.43170939665
uni_noW1,,2014.8148148148148
fdiff_noW1,,2106.727920255655
fmax_noW1,,2480.715233207787
fsum_noW1,,2104.5525134242034
