,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_ind,250.29258428327745,126.00000000000006,124.29258428327738,True,
uni_inter,-1.3870831618503794,-1.3870831618503794,-1.3870831618503794,,False
fdiff_ind,248.0569978969074,124.03753026723982,124.01946762966759,True,
fdiff_inter,-1.6101869996293652,-1.6101869996293652,-1.6101869996293652,,False
fmax_ind,248.19207449142283,124.23812236456243,123.95395212686041,True,
fmax_inter,-1.4108024658262255,-1.4108024658262255,-1.4108024658262255,,False
fsum_ind,250.28103904004826,126.00000000000006,124.2810390400482,True,
fsum_inter,-1.385482931279601,-1.385482931279601,-1.385482931279601,,False
