,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_ind,94.10538514007926,47.999999999999964,46.1053851400793,True,
uni_inter,-0.8736875990434805,-0.8736875990434805,-0.8736875990434805,,False
fdiff_ind,91.86458283689188,45.939434901100185,45.925147935791706,True,
fdiff_inter,-1.0274719051328671,-1.0274719051328671,-1.0274719051328671,,False
fmax_ind,91.95606027913817,46.02572151790903,45.93033876122915,True,
fmax_inter,-0.939772677080756,-0.939772677080756,-0.939772677080756,,False
fsum_ind,94.09230747711622,47.999999999999964,46.09230747711626,True,
fsum_inter,-0.8737526637130473,-0.8737526637130473,-0.8737526637130473,,False
buc_eq_ind,46.976432422161444,46.976432422161444,0.0,False,
buc_eq_inter,-0.00022303274818114005,-0.00022303274818114005,-0.00022303274818114005,,False
buc_con_ind,42.39579713531518,37.86998780137016,4.52580933394502,True,
buc_con_inter,0.28371542534093663,0.28371542534093663,0.28371542534093663,,True
buc_qeq_ind,50.749839976818535,46.93031853113675,3.8195214456817865,True,
buc_qeq_inter,0.04672428241153792,0.04672428241153792,0.04672428241153792,,True
buc_qsd_ind,51.85437674458696,46.99505496460414,4.859321779982821,True,
buc_qsd_inter,0.018884864816297586,0.018884864816297586,0.018884864816297586,,True
