,0,1
ind,799.9999999999999,50.08874300765455
uni,72.69505682795125,13.214827195521694
fdiff,752.9750095415218,3.1100226926970196
fmax,120.29400348618162,7.548850195308736
fsum,198.5578218682545,5.225311410619592
buc_eq,799.9999999999999,3.129962951834386
buc_con,750.7683109920745,12.328372825039738
buc_qeq,749.680964970564,3.1149410004216738
buc_qsd,745.0329302674666,3.1181261370248823
ind_noW1,,50.09044785474543
uni_noW1,,3.127016664075199
fdiff_noW1,,3.1353613822261646
fmax_noW1,,3.136129308268209
fsum_noW1,,3.139427375333525
buc_eq_noW1,,3.1322808742061166
buc_con_noW1,,12.528305531668591
buc_qeq_noW1,,3.20164184780022
buc_qsd_noW1,,3.1304996353810575
