,0,1,2,3,4,5,6,7,8,9
ind_1,4000.000000000001,,,,,,,,,
uni_1,4000.000000000001,,,,,,,,,
fdiff_1,4000.0000000000027,,,,,,,,,
fmax_1,4000.0000000000027,,,,,,,,,
fsum_1,4000.000000000001,,,,,,,,,
ind_2,4000.000000000001,17296.0859798023,,,,,,,,
uni_2,1000.0000000000007,3935.2769009235244,,,,,,,,
fdiff_2,1000.0000000000002,4549.844078440683,,,,,,,,
fmax_2,1000.0000000000002,5633.973425402412,,,,,,,,
fsum_2,1000.0000000000002,3637.1981892735275,,,,,,,,
ind_3,4000.000000000004,17285.040849127552,4000.000000000004,,,,,,,
uni_3,444.4444444444448,1838.4013657608766,444.4444444444448,,,,,,,
fdiff_3,444.4444444444446,2176.6006476366156,444.4444444444446,,,,,,,
fmax_3,444.4444444444446,1939.590727178236,444.4444444444446,,,,,,,
fsum_3,444.4444444444446,1615.9036989515048,444.4444444444446,,,,,,,
ind_4,4000.000000000001,17204.94301959495,4000.0000000000027,4000.000000000001,,,,,,
uni_4,250.00000000000006,1079.4385845016911,250.00000000000006,250.00000000000006,,,,,,
fdiff_4,250.00000000000006,9590.143641651073,250.00000000000006,250.00000000000006,,,,,,
fmax_4,4306.601835013771,25063.960162757587,4306.601835013771,4306.601835013771,,,,,,
fsum_4,250.00000000000017,846.304861685613,250.00000000000017,250.00000000000017,,,,,,
ind_5,4000.000000000001,17204.03980599927,4000.000000000001,4000.0000000000027,4000.000000000001,,,,,
uni_5,160.00000000000006,688.4726710699234,160.00000000000006,160.00000000000006,160.00000000000006,,,,,
fdiff_5,160.00000000000006,9663.64319168656,160.00000000000006,160.00000000000006,160.00000000000006,,,,,
fmax_5,2288.348589535681,15566.904202395031,2288.348589535681,2288.348589535681,2288.348589535681,,,,,
fsum_5,160.00000000000014,627.8218480633456,160.00000000000014,160.00000000000014,160.00000000000014,,,,,
ind_6,4000.0000000000023,16481.49822085246,4000.000000000004,4000.0000000000023,4000.0000000000023,23000.000000000004,,,,
uni_6,111.11111111111116,616.8877942311436,111.11111111111116,111.11111111111116,111.11111111111116,616.8877942311436,,,,
fdiff_6,111.1111111111112,8399.69070930716,111.1111111111112,111.1111111111112,111.1111111111112,9303.536445905467,,,,
fmax_6,1970.6118996531914,10792.275643431407,1970.6118996531914,1970.6118996531914,1970.6118996531914,11854.319178697335,,,,
fsum_6,111.11111111111111,575.7673774787722,111.11111111111111,111.11111111111111,111.11111111111111,576.0121397059128,,,,
ind_7,4000.0000000000023,17320.789083267748,4000.0000000000023,4000.0000000000023,4000.0000000000023,23000.000000000004,17304.14386728285,,,
uni_7,81.63265306122452,392.173241830977,81.63265306122452,81.63265306122452,81.63265306122452,529.626498648108,392.173241830977,,,
fdiff_7,81.63265306122457,6748.461300019775,81.63265306122457,81.63265306122457,81.63265306122457,7547.145342399001,6748.461300019775,,,
fmax_7,1646.571885870478,7814.183532156343,1646.571885870478,1646.571885870478,1646.571885870478,8558.81865619971,7814.183532156343,,,
fsum_7,81.63265306122454,381.7063180863351,81.63265306122454,81.63265306122454,81.63265306122454,503.36927325014176,381.7063180863351,,,
ind_8,4000.000000000001,17384.928065478165,4000.000000000001,4000.0000000000027,4000.000000000001,22999.999999999996,17204.826476930193,17205.111178010113,,
uni_8,62.500000000000014,290.842343900403,62.500000000000014,62.500000000000014,62.500000000000014,387.48496664577914,290.842343900403,290.842343900403,,
fdiff_8,62.50000000000004,4494.279899203795,62.50000000000004,62.50000000000004,62.50000000000004,5103.5930598518025,4494.279899203795,4494.279899203795,,
fmax_8,1238.238484871137,6120.419668919892,1238.238484871137,1238.238484871137,1238.238484871137,6753.709878055595,6120.419668919892,6120.419668919892,,
fsum_8,62.500000000000014,290.00602062091616,62.500000000000014,62.500000000000014,62.500000000000014,392.9579452002152,290.00602062091616,290.00602062091616,,
ind_9,4000.000000000001,17318.6429282887,4000.000000000001,4000.000000000001,4000.0000000000027,22999.999999999996,16563.441915360334,17289.52306099548,295.40630306183755,
uni_9,49.38271604938273,227.12115959301386,49.38271604938273,49.38271604938273,49.38271604938273,315.7912763839975,227.12115959301386,227.12115959301386,182.6767151485694,
fdiff_9,325.172963637188,15648.850665938035,325.172963637188,325.172963637188,325.172963637188,17542.87413182821,15648.850665938035,15648.850665938035,16.565833207786188,
fmax_9,392.13879699029343,5065.256507054526,392.13879699029343,392.13879699029343,392.13879699029343,5771.793999664149,5065.256507054526,5065.256507054526,46.03484930690501,
fsum_9,51.22389313186014,366.323628736828,51.22389313186014,51.22389313186014,51.22389313186014,613.1673792320896,366.323628736828,366.323628736828,34.93413270347731,
ind_10,4000.000000000001,16723.584789099164,4000.000000000001,4000.000000000001,4000.000000000001,22999.999999999996,17364.31209141943,17312.29868141585,211.8281235046951,22999.999999999996
uni_10,40.000000000000014,190.48061883957664,40.000000000000014,40.000000000000014,40.000000000000014,236.03144589289874,190.48061883957664,190.48061883957664,154.4806188395766,236.03144589289874
fdiff_10,370.11500550864054,16301.520718907424,370.11500550864054,370.11500550864054,370.11500550864054,18283.888990452815,16301.520718907424,16301.520718907424,10.36750662941323,18283.888990452815
fmax_10,530.3473634978363,4096.986721752452,530.3473634978363,530.3473634978363,530.3473634978363,4561.043232340813,4096.986721752452,4096.986721752452,168.2176617462041,4561.043232340813
fsum_10,41.25160491171241,322.5997328807918,41.25160491171241,41.25160491171241,41.25160491171241,362.798872175442,322.5997328807918,322.5997328807918,33.70994228029591,362.798872175442
names,age2,age1,age2,age2,age2,age3,age1,age1,adult,age3
