,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_2_ind,25776.398946464487,27449.999999999993,-1673.6010535355044,False,
uni_2_inter,-1629.746626579278,-1629.746626579278,-1629.746626579278,,False
fdiff_2_ind,2464.681297217502,1692.0292135587079,772.6520836587943,True,
fdiff_2_inter,795.878874494093,795.878874494093,795.878874494093,,True
fmax_2_ind,19178.242440433918,18526.786394547173,651.4560458867466,True,
fmax_2_inter,634.4106365975422,634.4106365975422,634.4106365975422,,True
fsum_2_ind,24152.356400108783,23280.198609916988,872.1577901917951,True,
fsum_2_inter,1081.580238031741,1081.580238031741,1081.580238031741,,True
uni_3_ind,32700.722093703123,32533.33333333334,-10.389017407992014,False,
uni_3_inter,6861.1111111111095,5083.333333333332,1777.7777777777774,,True
fdiff_3_ind,9639.555298123034,9056.461042076146,177.77777777777783,True,
fdiff_3_inter,7111.661964778004,7364.431828517423,-252.7698637394185,,False
fmax_3_ind,17745.008950451996,16587.894170863085,177.77777777777783,True,
fmax_3_inter,-1496.4455261094488,442.4466975746539,-1938.8922236841026,,False
fsum_3_ind,32025.957272077845,30729.58126965414,177.77777777777783,True,
fsum_3_inter,7810.388835841536,7449.382659737139,361.00617610439747,,True
uni_4_ind,69903.34093075874,34307.72540747325,187.49999999999997,True,
uni_4_inter,2802.5961000755883,1774.3920741399238,9.722222222222225,,True
fdiff_4_ind,48907.18164199607,24135.993499715594,187.49999999999997,True,
fdiff_4_inter,15039.335514650664,15079.532457639463,-49.919165211022346,,False
fmax_4_ind,51638.48049283906,25106.369395942078,187.49999999999997,True,
fmax_4_inter,8694.8048169382,8518.475225079006,9.72222222222223,,True
fsum_4_ind,68907.97164012244,33705.12119273948,187.49999999999997,True,
fsum_4_inter,3084.5958457983243,2975.5399230853577,9.722222222222223,,True
uni_5_ind,71173.87750518593,35135.99999999999,192.0000000000002,True,
uni_5_inter,1552.7896035622655,828.2745925267427,-108.25958149121993,,False
fdiff_5_ind,57770.54335699463,28565.410670788726,192.0000000000002,True,
fdiff_5_inter,9145.614744133643,4429.4171710731325,4.500000000000015,,True
fmax_5_ind,59507.51035431923,29143.169593068127,192.0000000000002,True,
fmax_5_inter,8151.282890615258,4036.800197126052,4.499999999999995,,True
fsum_5_ind,70749.6991363977,34729.08286136464,192.0000000000002,True,
fsum_5_inter,2123.9805254103408,1023.9616686251525,4.50000000000001,,True
uni_6_ind,74302.34789853271,35564.71674743406,194.4444444444444,True,
uni_6_inter,1217.5968338888472,428.71674743405606,2.444444444444443,,True
fdiff_6_ind,64928.40317407834,31138.33867061665,194.44444444444443,True,
fdiff_6_inter,5507.580543035536,2572.92799982791,2.4444444444444446,,True
fmax_6_ind,63939.35574052542,30509.447378908968,169.97248550764272,True,
fmax_6_inter,2622.726578289994,1366.2777858408253,-65.77396440694196,,False
fsum_6_ind,73567.61171090112,35112.983934004136,194.44444444444443,True,
fsum_6_inter,822.6742954313607,383.9010726394881,2.444444444444443,,True
uni_7_ind,76611.80192154202,35826.53180898006,195.91836734693882,True,
uni_7_inter,630.5564622910031,261.8150615459946,1.4739229024943308,,True
fdiff_7_ind,68900.67520190401,32382.14954928542,195.91836734693882,True,
fdiff_7_inter,2567.4952005236196,1243.810878668768,1.4739229024943263,,True
fmax_7_ind,70238.7757753443,32694.557460791322,195.91836734693882,True,
fmax_7_inter,4656.881624040678,2185.110081882354,25.945881839296028,,True
fsum_7_ind,75908.54361899968,35390.834294551554,195.91836734693882,True,
fsum_7_inter,605.9887719420362,277.8503605474132,1.4739229024943281,,True
uni_8_ind,112568.03428973671,36028.12499999999,196.8749999999998,True,
uni_8_inter,119.30855685944472,201.59319101994947,-95.26369682885887,,False
fdiff_8_ind,104843.55344465261,33545.620489442816,196.8749999999998,True,
fdiff_8_inter,2588.4589419705553,1163.47094015741,0.9566326530612255,,True
fmax_8_ind,103953.72902158601,33107.78516745124,193.37317012737526,True,
fmax_8_inter,798.3692674552028,413.22770665993175,-7.66525047517797,,False
fsum_8_ind,112258.89043271184,35765.8906217404,196.8749999999998,True,
fsum_8_inter,775.6573806365002,375.05632718886034,0.9566326530612286,,True
uni_9_ind,115140.03977427019,36148.14814814814,197.53086419753083,True,
uni_9_inter,487.30709876543165,120.02314814814804,0.6558641975308639,,True
fdiff_9_ind,109268.46441861322,34251.169743917584,197.53086419753083,True,
fdiff_9_inter,2385.3726239338657,705.5492544747694,0.6558641975308652,,True
fmax_9_ind,108953.64184414403,34027.14416545947,189.17938783404583,True,
fmax_9_inter,2866.885194123273,919.3589980082315,-4.193782293329593,,False
fsum_9_ind,114862.03449126973,35884.7635447784,197.53086419753083,True,
fsum_9_inter,390.4085410126314,118.87292303799745,0.655864197530863,,True
uni_10_ind,151606.20817489937,36233.99999999999,198.0000000000001,True,
uni_10_inter,378.5925925925926,85.85185185185185,0.46913580246913567,,True
fdiff_10_ind,144290.58234624154,34509.332211893634,198.0000000000001,True,
fdiff_10_inter,659.209907698136,258.16246797605345,-29.053941958740637,,False
fmax_10_ind,144414.358634766,34410.434438011995,191.53512119018285,True,
fmax_10_inter,1196.7065445733836,383.2902725525223,2.3557333561368807,,True
fsum_10_ind,151308.4938136186,36057.28637319713,198.0000000000001,True,
fsum_10_inter,535.5971411151882,172.52282841873898,0.4691358024691348,,True
