,0,1,2,3,4,5,6,7,8,9
ind_1,17205.071675565647,,,,,,,,,
uni_1,17288.849176216598,,,,,,,,,
fdiff_1,17225.35924609165,,,,,,,,,
fmax_1,17316.09781858414,,,,,,,,,
fsum_1,14852.65699147463,,,,,,,,,
ind_2,17204.974761218986,4000.000000000001,,,,,,,,
uni_2,4141.15834985725,1000.0000000000002,,,,,,,,
fdiff_2,10654.452642203241,1000.0000000000002,,,,,,,,
fmax_2,5424.86712951698,1000.0000000000002,,,,,,,,
fsum_2,3982.0520547542133,1000.000000000001,,,,,,,,
ind_3,16526.01563584831,4000.0000000000023,17270.54581657272,,,,,,,
uni_3,1912.3770010825995,444.4444444444448,1912.3770010825995,,,,,,,
fdiff_3,2132.811263379233,444.4444444444446,2132.811263379233,,,,,,,
fmax_3,1923.218162645068,444.4444444444446,1923.218162645068,,,,,,,
fsum_3,1795.7236666698639,444.4444444444446,1795.7236666698639,,,,,,,
ind_4,17204.1373590607,4000.000000000001,17371.309020390705,16467.063347369523,,,,,,
uni_4,1075.3102493415424,249.99999999999997,1075.3102493415424,1075.3102493415424,,,,,,
fdiff_4,9316.056344005816,250.00000000000006,9316.056344005816,9316.056344005816,,,,,,
fmax_4,24170.722468433112,4727.400334737778,24170.722468433112,24170.722468433112,,,,,,
fsum_4,891.1373830116836,250.00000000000006,891.1373830116836,891.1373830116836,,,,,,
ind_5,17205.248558401545,4000.0000000000027,17491.571615134093,17392.81761044001,263.5572137802818,,,,,
uni_5,691.9139814428735,160.00000000000006,691.9139814428735,691.9139814428735,547.9139814428734,,,,,
fdiff_5,16479.918118824386,567.3369851614173,16479.918118824386,16479.918118824386,57.401160535947625,,,,,
fmax_5,16510.027043911912,1748.7673764488566,16510.027043911912,16510.027043911912,697.1905210935877,,,,,
fsum_5,1171.545100743698,177.48985864814662,1171.545100743698,1171.545100743698,61.240449915898694,,,,,
ind_6,16666.071208091333,4000.0000000000023,17366.124565442067,17450.56621740398,422.6685087966971,4000.0000000000023,,,,
uni_6,413.67101954193845,111.11111111111116,413.67101954193845,413.67101954193845,313.675482666922,111.11111111111116,,,,
fdiff_6,16483.16176620534,501.94970775078554,16483.16176620534,16483.16176620534,25.90920031664019,501.94970775078554,,,,
fmax_6,12082.025120549335,1040.1845207458982,12082.025120549335,12082.025120549335,378.58019918474054,1040.1845207458982,,,,
fsum_6,680.7766296805145,118.78216532847343,680.7766296805145,680.7766296805145,48.736634178410576,118.78216532847343,,,,
ind_7,17317.78217300789,4000.0000000000023,17298.11736590301,17318.997692575027,631.8019793339435,4000.0000000000036,16940.427842947727,,,
uni_7,337.728810696714,81.63265306122452,337.728810696714,337.728810696714,264.30154441570915,81.63265306122452,337.728810696714,,,
fdiff_7,16290.81611591054,466.1246194549154,16290.81611591054,16290.81611591054,27.72545375650598,466.1246194549154,16290.81611591054,,,
fmax_7,8301.007294158464,1087.059573340087,8301.007294158464,8301.007294158464,285.47101873432507,1087.059573340087,8301.007294158464,,,
fsum_7,575.1506672332163,88.00301725207551,575.1506672332163,575.1506672332163,37.21109118301266,88.00301725207551,575.1506672332163,,,
ind_8,17219.98403272898,4000.000000000001,17511.100147852914,17269.182706736352,618.3611151343941,4000.000000000001,16554.757438058266,17276.52903631788,,
uni_8,246.31800378246666,62.500000000000014,246.31800378246666,246.31800378246666,190.0629899895511,62.500000000000014,246.31800378246666,246.31800378246666,,
fdiff_8,16479.691055792384,395.55213191026735,16479.691055792384,16479.691055792384,18.666809957162798,395.55213191026735,16479.691055792384,16479.691055792384,,
fmax_8,6788.063771086981,492.6695175170259,6788.063771086981,6788.063771086981,45.96733672113951,492.6695175170259,6788.063771086981,6788.063771086981,,
fsum_8,429.57291127626536,67.2423858668145,429.57291127626536,429.57291127626536,30.537839486108414,67.2423858668145,429.57291127626536,429.57291127626536,,
ind_9,17333.945683632024,4000.000000000001,17297.06896838949,17365.350294718464,209.6184007899631,4000.000000000001,17282.966375216558,17317.82521737435,16622.723504963797,
uni_9,184.8897423427972,49.38271604938273,184.8897423427972,184.8897423427972,140.44246242650325,49.38271604938273,184.8897423427972,184.8897423427972,184.8897423427972,
fdiff_9,16240.036051565601,366.7740856744915,16240.036051565601,16240.036051565601,15.606412348441676,366.7740856744915,16240.036051565601,16240.036051565601,16240.036051565601,
fmax_9,5132.4636427074665,534.5913064548579,5132.4636427074665,5132.4636427074665,257.8128664401076,534.5913064548579,5132.4636427074665,5132.4636427074665,5132.4636427074665,
fsum_9,317.1993580912534,52.53490730908796,317.1993580912534,317.1993580912534,29.58721489547374,52.53490730908796,317.1993580912534,317.1993580912534,317.1993580912534,
ind_10,16541.263543072855,4000.000000000004,17204.91143856003,17317.478561363845,618.0794096190077,4000.0000000000027,17314.249137657713,17549.982097068903,17325.06579400604,22999.999999999996
uni_10,180.9243466151024,40.000000000000014,180.9243466151024,180.9243466151024,144.92434661510237,40.000000000000014,180.9243466151024,180.9243466151024,180.9243466151024,273.15679502599596
fdiff_10,11623.71802271688,291.27805667755325,11623.71802271688,11623.71802271688,11.897244082231897,291.27805667755325,11623.71802271688,11623.71802271688,11623.71802271688,13480.377756469758
fmax_10,4217.544913676746,472.1658044216131,4217.544913676746,4217.544913676746,190.39606094669392,472.1658044216131,4217.544913676746,4217.544913676746,4217.544913676746,4725.776305064708
fsum_10,248.61015595651176,42.09150561324021,248.61015595651176,248.61015595651176,32.598673099416345,42.09150561324021,248.61015595651176,248.61015595651176,248.61015595651176,669.08636479587
names,age1,age2,age1,age1,adult,age2,age1,age1,age1,age3
