,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_2_ind,25696.445676031908,27449.999999999993,-1753.5543239680842,False,
uni_2_inter,-1651.1466696376565,-1651.1466696376565,-1651.1466696376565,,False
fdiff_2_ind,1886.5689840958555,1164.5748603045504,721.9941237913051,True,
fdiff_2_inter,1144.6234795627581,1144.6234795627581,1144.6234795627581,,True
fmax_2_ind,17474.394245804062,16962.746922502534,511.64732330152833,True,
fmax_2_inter,817.1086764107615,817.1086764107615,817.1086764107615,,True
fsum_2_ind,24056.616309780406,23263.6140069776,793.0023028028049,True,
fsum_2_inter,1534.0000195179719,1534.0000195179719,1534.0000195179719,,True
uni_3_ind,34601.6712167348,32319.735479255924,878.6497293391112,True,
uni_3_inter,7539.283281185133,4869.735479255915,2669.547801929218,,True
fdiff_3_ind,4348.549665167623,1685.2058230384775,1160.5695442378228,True,
fdiff_3_inter,814.1186066552984,475.91916906854044,338.199437586758,,True
fmax_3_ind,13627.256566749325,12366.683714050421,367.9682869491253,True,
fmax_3_inter,-4702.398496182508,-106.33528773038029,-4596.063208452128,,False
fsum_3_ind,32359.498389240936,29520.253975802796,1157.3040673187431,True,
fsum_3_inter,6658.285481963142,6256.639968825181,401.6455131379609,,True
uni_4_ind,36659.568055742915,34191.82629948635,187.50000000000014,True,
uni_4_inter,2336.7596604846262,1872.0908202304358,232.33442012709537,,True
fdiff_4_ind,23789.56889241702,23343.624743340224,116.08580511243827,True,
fdiff_4_inter,19719.882048725915,21840.850445448916,-1060.4841983615004,,False
fmax_4_ind,25117.30572675981,23369.91578899521,149.18005268723766,True,
fmax_4_inter,11807.231928799758,11003.232074944806,401.9999269274766,,True
fsum_4_ind,35313.26588388271,32528.583386974555,187.50000000000014,True,
fsum_4_inter,3232.630316118291,3008.329411171773,112.1504524732591,,True
uni_5_ind,39396.052506337124,35010.96110894637,192.0,True,
uni_5_inter,1077.0811985127116,819.1348094600253,4.499999999999984,,True
fdiff_5_ind,31042.90353560532,28225.87912573138,192.0,True,
fdiff_5_inter,6116.620386945737,4882.254382391153,4.500000000000011,,True
fmax_5_ind,31673.953719134213,27952.109105234566,154.02816442868203,True,
fmax_5_inter,5105.669722932838,4582.193316239351,4.848111741444519,,True
fsum_5_ind,38308.08245589623,33659.55444192502,192.0,True,
fsum_5_inter,1247.6011144052077,1130.9710549504703,4.499999999999996,,True
uni_6_ind,41354.27895694779,35465.340188675415,194.4444444444447,True,
uni_6_inter,640.9059992246723,454.37907972902826,2.4444444444444438,,True
fdiff_6_ind,35449.57101947711,30861.82800399221,194.4444444444447,True,
fdiff_6_inter,3414.64597068265,2635.948878260815,2.444444444444449,,True
fmax_6_ind,36175.08934954266,30811.292511603187,172.7993795230315,True,
fmax_6_inter,3309.68939537532,2859.183406368609,18.771215094349177,,True
fsum_6_ind,40476.21010391939,34370.22791243809,194.4444444444447,True,
fsum_6_inter,796.5463408349191,710.6734705130466,2.4444444444444384,,True
uni_7_ind,42313.709416745674,35766.092161529894,195.91836734693888,True,
uni_7_inter,419.2765304097811,300.75197285447837,1.4739229024943201,,True
fdiff_7_ind,37612.288873968064,32407.307367128597,195.91836734693888,True,
fdiff_7_inter,1622.5639251028658,1545.4793631363873,1.4739229024943334,,True
fmax_7_ind,38152.659926339045,32096.651288041532,178.81679077880318,True,
fmax_7_inter,1454.5182239764172,1285.3587764383428,6.017411255771851,,True
fsum_7_ind,41738.39916226772,35034.90269871579,195.91836734693888,True,
fsum_7_inter,722.035128960233,664.6747862777056,1.4739229024943308,,True
uni_8_ind,44228.54353506242,35945.102190348174,196.8749999999998,True,
uni_8_inter,271.3185738612593,179.0100288182955,0.9566326530612383,,True
fdiff_8_ind,40520.61555259664,33652.01660338174,196.8749999999998,True,
fdiff_8_inter,1547.7796132729613,1244.7092362531553,0.9566326530612259,,True
fmax_8_ind,41672.51246050322,33709.1924660324,196.8749999999998,True,
fmax_8_inter,1940.3612597573756,1612.5411779908814,18.05820922119694,,True
fsum_8_ind,43552.819356672815,35126.3277391001,196.8749999999998,True,
fsum_8_inter,142.29459537793088,91.42504038432935,0.9566326530612295,,True
uni_9_ind,80358.8515500155,36116.84452794479,197.53086419753043,True,
uni_9_inter,186.12015837365655,171.7423375966202,0.6558641975308657,,True
fdiff_9_ind,75417.7804166873,34057.42865929403,197.53086419753043,True,
fdiff_9_inter,1012.3928761619654,405.41205591229846,0.6558641975308603,,True
fmax_9_ind,75483.70356196837,33855.76334057803,188.0382123371569,True,
fmax_9_inter,128.08443225246302,146.5708745456286,-8.83678766284267,,False
fsum_9_ind,79779.5131521356,35755.2551332749,197.53086419753043,True,
fsum_9_inter,644.0953335532124,628.927394174791,0.655864197530863,,True
uni_10_ind,80600.30612660373,36208.653510901204,197.99999999999983,True,
uni_10_inter,237.31844460422192,91.80898295640998,0.4691358024691339,,True
fdiff_10_ind,76223.63092000788,34421.70575393684,197.99999999999983,True,
fdiff_10_inter,801.714371336601,364.27709464280315,0.4691358024691401,,True
fmax_10_ind,76901.53831961857,34470.23649560218,194.9891051744657,True,
fmax_10_inter,1416.7095204917616,614.4731550241509,6.950892837308522,,True
fsum_10_ind,80157.13281629852,35929.48641087712,197.99999999999983,True,
fsum_10_inter,373.4835321789445,174.23127760222417,0.4691358024691348,,True
