,total_utility,max_utility,min_utility,sharing_incentive,non_interference
uni_2_ind,1313.1583234657007,1163.158323465701,149.99999999999972,True,
uni_2_inter,1220.2985946585504,1220.2985946585504,1220.2985946585504,,True
fdiff_2_ind,1031.7024039592118,881.702403959212,149.99999999999972,True,
fdiff_2_inter,1059.0627562475377,1059.0627562475377,1059.0627562475377,,True
fmax_2_ind,1296.085839102277,1146.0858391022773,149.99999999999972,True,
fmax_2_inter,1092.8650863748467,1092.8650863748467,1092.8650863748467,,True
fsum_2_ind,1270.394938385173,1120.3949383851732,149.99999999999972,True,
fsum_2_inter,1682.0807614151452,1682.0807614151452,1682.0807614151452,,True
uni_3_ind,32749.698373217634,32533.33333333334,38.58726210651753,True,
uni_3_inter,-1008.3985314817924,27.777777777777793,-1036.1763092595702,,False
fdiff_3_ind,3032.7585385384036,1683.7798202267659,177.777777777778,True,
fdiff_3_inter,405.6710664520389,377.89328867426116,27.777777777777743,,True
fmax_3_ind,17323.29765005456,16113.601244383008,177.77777777777803,True,
fmax_3_inter,2.0053186688876323,27.777777777777764,-25.772459108890132,,False
fsum_3_ind,32048.16139678303,30701.403908933644,177.777777777778,True,
fsum_3_inter,164.75730156382548,136.9795237860477,27.777777777777764,,True
uni_4_ind,69457.10021065833,34312.49999999999,187.5000000000001,True,
uni_4_inter,2411.1111111111113,1779.166666666667,9.722222222222223,,True
fdiff_4_ind,47999.69378910646,23787.641218169443,187.5000000000001,True,
fdiff_4_inter,21195.50330606902,22103.861397942692,-918.0803140958958,,False
fmax_4_ind,51568.56953069419,25097.671028563214,187.5000000000001,True,
fmax_4_inter,9163.81012574682,8984.06978418022,9.722222222222209,,True
fsum_4_ind,68792.35033535356,33675.65914049675,187.5000000000001,True,
fsum_4_inter,3084.73907174419,2974.255231563118,9.722222222222252,,True
uni_5_ind,71682.53093326186,35135.99999999999,192.00000000000006,True,
uni_5_inter,1939.499999999999,823.4999999999995,4.499999999999998,,True
fdiff_5_ind,56624.199459225754,27722.68345223897,192.00000000000006,True,
fdiff_5_inter,8338.574947515763,3935.042234069526,4.5000000000000036,,True
fmax_5_ind,58879.74074265419,28644.611038119743,186.64998744748033,True,
fmax_5_inter,7030.590501908997,3546.9400095565315,-62.439504651546144,,False
fsum_5_ind,71275.28927387606,34737.969755366976,192.00000000000006,True,
fsum_5_inter,2197.0082159189487,1062.3106148702257,4.499999999999995,,True
uni_6_ind,72804.42325000832,35583.33333333334,194.44444444444434,True,
uni_6_inter,1056.0,447.33333333333337,2.4444444444444446,,True
fdiff_6_ind,63508.92196285413,31001.355833706642,194.44444444444431,True,
fdiff_6_inter,6818.830186881928,3278.6723814676607,2.444444444444442,,True
fmax_6_ind,62417.90044890769,30383.768186553716,171.88711454971914,True,
fmax_6_inter,3494.8247194017667,1739.1571484339565,-14.762872897761014,,False
fsum_6_ind,72471.17730367984,35282.09801270135,194.44444444444431,True,
fsum_6_inter,1129.995713057364,544.1282573343665,2.444444444444442,,True
uni_7_ind,73776.19542554248,35851.98537547148,195.9183673469386,True,
uni_7_inter,764.4602721262738,268.6520421381407,1.4739229024943326,,True
fdiff_7_ind,66818.20537602545,32488.827828376125,195.9183673469386,True,
fdiff_7_inter,3101.971509763417,1487.4719946694804,1.4739229024943308,,True
fmax_7_ind,67038.56968644392,32489.63553816234,195.9183673469386,True,
fmax_7_inter,4413.35733412834,2105.8673516086237,24.03125279721951,,True
fsum_7_ind,73477.61459111869,35668.823195652956,195.9183673469386,True,
fsum_7_inter,799.1253840309337,386.72518295159773,1.4739229024943334,,True
uni_8_ind,110134.05484337098,36028.12499999999,196.87499999999991,True,
uni_8_inter,288.9269160823431,176.13962452852604,-67.17886358695384,,False
fdiff_8_ind,102265.6326958836,33412.73607494587,196.87499999999991,True,
fdiff_8_inter,1993.8837431661218,923.9082465697593,0.9566326530612304,,True
fmax_8_ind,101298.6150892039,33082.50178629261,190.8177379178658,True,
fmax_8_inter,1136.736114721221,592.8662481302867,-28.593863823061355,,False
fsum_8_ind,109947.53239485412,35917.09169675715,196.87499999999991,True,
fsum_8_inter,512.0186052321369,248.268501104209,0.9566326530612344,,True
uni_9_ind,110681.34814781752,36148.14814814814,197.5308641975307,True,
uni_9_inter,404.66820987654285,120.02314814814804,0.6558641975308639,,True
fdiff_9_ind,103568.69835432411,33820.03412848735,197.5308641975307,True,
fdiff_9_inter,1160.4405638705239,407.29805354148266,-64.07705354404766,,False
fmax_9_ind,104527.96196851751,34098.32447019507,188.8257858351339,True,
fmax_9_inter,3095.4268631059886,1015.8226839024569,-1.9919520827318156,,False
fsum_9_ind,110513.91638599774,36053.407984977115,197.5308641975307,True,
fsum_9_inter,423.7588965736078,136.31628821996742,0.6558641975308586,,True
uni_10_ind,146753.14906083373,36233.99999999999,197.9999999999998,True,
uni_10_inter,289.92592592592587,85.85185185185185,0.46913580246913567,,True
fdiff_10_ind,140312.26840259953,34637.22980745507,197.9999999999998,True,
fdiff_10_inter,2558.4652537300435,817.195678967722,0.46913580246913966,,True
fmax_10_ind,141127.2182824452,34814.92916339973,197.9999999999998,True,
fmax_10_inter,2236.4521634376765,716.60469320466,9.17421416486593,,True
fsum_10_ind,146617.7064784606,36177.274240833765,197.9999999999998,True,
fsum_10_inter,378.6408645387916,123.8662558566487,0.46913580246913433,,True
